!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2012222.500	30.36	22.17	0.152	22.850	0.000	8.687	0.056	0.004	0.051	0.047	0.020	0.00	0.167	0.072	2.000	0.200	1.193	0.100	0.720	0.140	0.020	0.020
2012223.500	26.81	20.07	0.154	23.606	0.000	9.052	0.045	0.003	0.055	0.051	0.020	0.00	0.170	0.073	2.000	0.200	1.217	0.100	0.720	0.140	0.020	0.020
2012224.500	70.24	19.82	0.163	26.181	0.000	9.097	0.033	0.002	0.062	0.060	0.020	0.01	0.155	0.067	2.000	0.200	1.109	0.100	0.720	0.140	0.020	0.020
2012225.500	99.55	20.47	0.171	29.061	0.000	8.980	0.010	0.001	0.074	0.073	0.020	0.00	0.172	0.074	2.000	0.200	1.230	0.100	0.720	0.140	0.020	0.020
2012226.167	61.88	23.62	0.150	21.538	0.000	8.449	0.013	0.001	0.061	0.060	0.020	0.10	0.180	0.077	2.000	0.200	1.283	0.100	0.720	0.140	0.020	0.020
2012226.458	51.43	22.57	0.146	24.158	0.000	8.619	0.011	0.001	0.062	0.061	0.020	0.13	0.214	0.092	2.000	0.200	1.531	0.100	0.720	0.140	0.020	0.020
2012228.500	51.43	22.06	0.156	29.468	0.000	8.705	0.029	0.002	0.057	0.055	0.020	0.00	0.150	0.064	2.000	0.200	1.072	0.100	0.720	0.140	0.020	0.020
2012229.500	46.84	23.55	0.173	35.111	0.000	8.461	0.023	0.002	0.064	0.063	0.020	0.02	0.167	0.071	2.000	0.200	1.191	0.100	0.720	0.140	0.020	0.020
2012230.500	40.70	19.88	0.184	31.138	0.000	9.087	0.004	0.000	0.070	0.069	0.020	0.02	0.172	0.074	2.000	0.200	1.226	0.100	0.720	0.140	0.020	0.020
2012231.500	34.83	18.68	0.186	42.077	0.000	9.311	0.003	0.000	0.076	0.076	0.020	0.21	0.207	0.089	2.000	0.200	1.481	0.100	0.720	0.140	0.020	0.020
2012232.500	23.46	21.40	0.182	45.680	0.000	8.817	0.001	0.000	0.078	0.077	0.020	0.33	0.259	0.111	2.000	0.200	1.853	0.100	0.720	0.140	0.020	0.020
2012233.167	19.89	22.56	0.176	33.153	0.000	8.621	0.001	0.000	0.058	0.058	0.020	0.37	0.265	0.114	2.000	0.200	1.894	0.100	0.720	0.140	0.020	0.020
2012233.458	19.89	21.26	0.174	29.860	0.000	8.841	0.002	0.000	0.059	0.058	0.020	0.37	0.250	0.107	2.000	0.200	1.787	0.100	0.720	0.140	0.020	0.020
2012233.500	19.89	21.02	0.167	37.326	0.000	8.884	0.049	0.003	0.052	0.048	0.020	0.13	0.149	0.064	2.000	0.200	1.065	0.100	0.720	0.140	0.020	0.020
2012234.500	15.82	21.44	0.158	31.767	0.000	8.810	0.034	0.002	0.046	0.043	0.020	0.10	0.183	0.078	2.000	0.200	1.304	0.100	0.720	0.140	0.020	0.020
2012235.500	10.99	21.41	0.148	15.331	0.000	8.816	0.031	0.002	0.033	0.031	0.020	0.04	0.171	0.073	2.000	0.200	1.223	0.100	0.720	0.140	0.020	0.020
2012236.500	9.29	23.67	0.144	17.941	0.000	8.442	0.028	0.002	0.039	0.037	0.020	0.04	0.163	0.070	2.000	0.200	1.167	0.100	0.720	0.140	0.020	0.020
2012237.500	8.98	23.67	0.139	31.379	0.000	8.441	0.021	0.001	0.047	0.046	0.020	0.03	0.181	0.078	2.000	0.200	1.294	0.100	0.720	0.140	0.020	0.020
2012238.500	8.06	24.70	0.134	17.972	0.000	8.281	0.017	0.001	0.046	0.045	0.020	0.02	0.180	0.077	2.000	0.200	1.283	0.100	0.720	0.140	0.020	0.020
2012239.500	8.06	23.08	0.132	18.095	0.000	8.537	0.006	0.000	0.051	0.051	0.020	0.30	0.210	0.090	2.000	0.200	1.497	0.100	0.720	0.140	0.020	0.020
2012240.167	8.37	24.49	0.128	19.292	0.000	8.314	0.006	0.000	0.050	0.050	0.020	0.27	0.202	0.086	2.000	0.200	1.440	0.100	0.720	0.140	0.020	0.020
2012240.417	10.99	22.32	0.128	21.864	0.000	8.661	0.008	0.001	0.051	0.051	0.020	0.27	0.199	0.085	2.000	0.200	1.425	0.100	0.720	0.140	0.020	0.020
2012240.500	12.74	21.65	0.132	19.892	0.000	8.774	0.066	0.005	0.031	0.026	0.020	0.80	0.236	0.101	2.000	0.200	1.687	0.100	0.720	0.140	0.020	0.020
2012241.500	9.60	21.33	0.132	22.894	0.000	8.830	0.055	0.004	0.032	0.028	0.020	0.79	0.237	0.101	2.000	0.200	1.691	0.100	0.720	0.140	0.020	0.020
2012242.500	6.82	20.14	0.122	26.197	0.000	9.040	0.049	0.003	0.036	0.033	0.020	0.65	0.234	0.100	2.000	0.200	1.673	0.100	0.720	0.140	0.020	0.020
2012243.500	7.75	22.21	0.123	21.771	0.000	8.679	0.047	0.003	0.039	0.036	0.020	0.54	0.233	0.100	2.000	0.200	1.663	0.100	0.720	0.140	0.020	0.020
2012244.500	15.82	24.17	0.116	31.175	0.000	8.363	0.041	0.003	0.044	0.041	0.020	0.60	0.259	0.111	2.000	0.200	1.850	0.100	0.720	0.140	0.020	0.020
2012245.500	10.99	22.79	0.112	32.713	0.000	8.583	0.029	0.002	0.049	0.047	0.020	0.77	0.280	0.120	2.000	0.200	1.999	0.100	0.720	0.140	0.020	0.020
2012246.500	9.29	23.05	0.107	38.905	0.000	8.542	0.010	0.001	0.060	0.059	0.020	1.02	0.306	0.131	2.000	0.200	2.189	0.100	0.720	0.140	0.020	0.020
2012247.167	8.67	23.96	0.105	33.496	0.000	8.396	0.008	0.001	0.061	0.061	0.020	1.03	0.311	0.133	2.000	0.200	2.223	0.100	0.720	0.140	0.020	0.020
2012247.375	8.67	23.88	0.105	34.194	0.000	8.409	0.004	0.000	0.058	0.058	0.020	1.03	0.309	0.132	2.000	0.200	2.204	0.100	0.720	0.140	0.020	0.020
2012247.500	12.74	23.85	0.107	33.038	0.000	8.412	0.044	0.003	0.043	0.040	0.020	1.44	0.342	0.147	2.000	0.200	2.446	0.100	0.720	0.140	0.020	0.020
2012248.500	14.26	23.19	0.104	33.257	0.000	8.518	0.035	0.002	0.045	0.042	0.020	1.54	0.362	0.155	2.000	0.200	2.583	0.100	0.720	0.140	0.020	0.020
2012249.500	12.04	23.24	0.100	20.974	0.000	8.510	0.017	0.001	0.042	0.041	0.020	1.35	0.355	0.152	2.000	0.200	2.533	0.100	0.720	0.140	0.020	0.020
2012250.500	14.65	22.82	0.099	19.004	0.000	8.578	0.012	0.001	0.046	0.045	0.020	1.33	0.362	0.155	2.000	0.200	2.586	0.100	0.720	0.140	0.020	0.020
2012251.500	10.99	21.78	0.099	22.433	0.000	8.752	0.004	0.000	0.050	0.050	0.020	1.27	0.348	0.149	2.000	0.200	2.486	0.100	0.720	0.140	0.020	0.020
2012252.167	12.39	20.72	0.098	24.425	0.000	8.936	0.006	0.000	0.052	0.052	0.020	1.17	0.337	0.144	2.000	0.200	2.407	0.100	0.720	0.140	0.020	0.020
2012254.417	43.73	19.16	0.100	34.188	0.000	9.219	0.001	0.000	0.065	0.065	0.020	1.37	0.349	0.150	2.000	0.200	2.492	0.100	0.720	0.140	0.020	0.020
2012254.500	46.84	19.01	0.095	24.390	0.000	9.249	0.044	0.003	0.040	0.037	0.020	1.37	0.354	0.152	2.000	0.200	2.531	0.100	0.720	0.140	0.020	0.020
2012255.500	39.51	21.23	0.098	26.595	0.000	8.846	0.030	0.002	0.049	0.047	0.020	1.19	0.347	0.149	2.000	0.200	2.481	0.100	0.720	0.140	0.020	0.020
2012256.500	32.00	21.63	0.097	27.210	0.000	8.778	0.023	0.002	0.056	0.055	0.020	1.22	0.375	0.161	2.000	0.200	2.675	0.100	0.720	0.140	0.020	0.020
2012257.500	21.13	22.38	0.100	25.073	0.000	8.650	0.013	0.001	0.051	0.050	0.020	1.24	0.379	0.162	2.000	0.200	2.706	0.100	0.720	0.140	0.020	0.020
2012258.500	15.04	17.76	0.100	32.080	0.000	9.491	0.010	0.001	0.065	0.064	0.020	1.16	0.365	0.156	2.000	0.200	2.604	0.100	0.720	0.140	0.020	0.020
2012259.500	13.47	17.73	0.098	27.213	0.000	9.497	0.004	0.000	0.055	0.054	0.020	1.11	0.358	0.153	2.000	0.200	2.556	0.100	0.720	0.140	0.020	0.020
2012260.500	13.87	20.11	0.101	27.203	0.000	9.044	0.002	0.000	0.061	0.060	0.020	1.13	0.355	0.152	2.000	0.200	2.539	0.100	0.720	0.140	0.020	0.020
2012261.167	13.87	22.27	0.101	25.174	0.000	8.669	0.002	0.000	0.054	0.054	0.020	1.11	0.337	0.145	2.000	0.200	2.409	0.100	0.720	0.140	0.020	0.020
2012261.417	13.47	21.38	0.102	25.399	0.000	8.821	0.002	0.000	0.058	0.058	0.020	1.12	0.326	0.140	2.000	0.200	2.329	0.100	0.720	0.140	0.020	0.020
2012261.500	13.08	20.97	0.104	25.086	0.000	8.891	0.032	0.002	0.044	0.041	0.020	1.20	0.362	0.155	2.000	0.200	2.587	0.100	0.720	0.140	0.020	0.020
2012262.500	16.99	17.78	0.106	19.496	0.000	9.487	0.019	0.001	0.041	0.039	0.020	1.19	0.331	0.142	2.000	0.200	2.361	0.100	0.720	0.140	0.020	0.020
2012263.500	12.39	13.59	0.107	23.339	0.000	10.389	0.018	0.001	0.047	0.046	0.020	1.20	0.359	0.154	2.000	0.200	2.563	0.100	0.720	0.140	0.020	0.020
2012264.500	11.69	16.07	0.109	21.257	0.000	9.837	0.006	0.000	0.050	0.050	0.020	1.12	0.331	0.142	2.000	0.200	2.367	0.100	0.720	0.140	0.020	0.020
2012265.500	10.30	17.42	0.110	23.099	0.000	9.558	0.006	0.000	0.052	0.051	0.020	1.11	0.361	0.155	2.000	0.200	2.579	0.100	0.720	0.140	0.020	0.020
2012266.500	12.04	14.58	0.112	20.084	0.000	10.162	0.005	0.000	0.050	0.049	0.020	1.09	0.349	0.149	2.000	0.200	2.491	0.100	0.720	0.140	0.020	0.020
2012267.500	12.74	12.17	0.111	20.984	0.000	10.732	0.005	0.000	0.049	0.048	0.020	1.08	0.352	0.151	2.000	0.200	2.516	0.100	0.720	0.140	0.020	0.020
2012268.167	12.74	12.50	0.110	19.008	0.000	10.649	0.005	0.000	0.045	0.044	0.020	1.07	0.334	0.143	2.000	0.200	2.388	0.100	0.720	0.140	0.020	0.020
2012268.417	10.30	12.22	0.114	18.960	0.000	10.718	0.005	0.000	0.049	0.049	0.020	1.22	0.364	0.156	2.000	0.200	2.600	0.100	0.720	0.140	0.020	0.020
2012268.500	9.95	12.53	0.111	22.878	0.000	10.644	0.002	0.000	0.050	0.050	0.020	1.08	0.327	0.140	2.000	0.200	2.334	0.100	0.720	0.140	0.020	0.020
2012269.500	8.06	15.41	0.111	19.855	0.000	9.979	0.009	0.001	0.046	0.045	0.020	1.09	0.340	0.146	2.000	0.200	2.428	0.100	0.720	0.140	0.020	0.020
2012270.500	10.30	17.69	0.108	22.767	0.000	9.504	0.019	0.001	0.036	0.035	0.020	1.12	0.320	0.137	2.000	0.200	2.287	0.100	0.720	0.140	0.020	0.020
2012271.500	8.98	14.89	0.107	30.736	0.000	10.092	0.011	0.001	0.043	0.042	0.020	1.13	0.312	0.134	2.000	0.200	2.231	0.100	0.720	0.140	0.020	0.020
2012272.500	13.08	15.41	0.107	25.995	0.000	9.978	0.011	0.001	0.040	0.039	0.020	1.09	0.309	0.132	2.000	0.200	2.205	0.100	0.720	0.140	0.020	0.020
2012275.417	26.31	14.80	0.119	34.873	0.000	10.113	0.007	0.001	0.047	0.047	0.020	0.65	0.261	0.112	2.000	0.200	1.861	0.100	0.720	0.140	0.020	0.020
2012275.500	25.33	14.65	0.120	29.779	0.000	10.146	0.007	0.001	0.051	0.051	0.020	0.73	0.249	0.107	2.000	0.200	1.778	0.100	0.720	0.140	0.020	0.020
2012276.500	23.00	15.15	0.127	38.931	0.000	10.036	0.007	0.000	0.051	0.050	0.020	0.60	0.223	0.095	2.000	0.200	1.591	0.100	0.720	0.140	0.020	0.020
2012277.500	17.41	16.74	0.131	21.322	0.000	9.696	0.005	0.000	0.041	0.041	0.020	0.54	0.217	0.093	2.000	0.200	1.549	0.100	0.720	0.140	0.020	0.020
2012278.500	25.80	15.95	0.140	22.768	0.000	9.862	0.004	0.000	0.042	0.042	0.020	0.54	0.211	0.091	2.000	0.200	1.511	0.100	0.720	0.140	0.020	0.020
2012279.500	21.59	14.04	0.154	27.173	0.000	10.285	0.002	0.000	0.046	0.046	0.020	0.60	0.231	0.099	2.000	0.200	1.652	0.100	0.720	0.140	0.020	0.020
2012280.500	29.35	9.33	0.150	25.948	0.000	11.476	0.003	0.000	0.045	0.045	0.020	0.62	0.230	0.099	2.000	0.200	1.644	0.100	0.720	0.140	0.020	0.020
2012281.500	52.79	8.46	0.144	24.332	0.000	11.723	0.002	0.000	0.046	0.046	0.020	0.75	0.254	0.109	2.000	0.200	1.813	0.100	0.720	0.140	0.020	0.020
2012282.167	92.61	9.76	0.136	25.781	0.000	11.357	0.002	0.000	0.047	0.046	0.020	1.10	0.322	0.138	2.000	0.200	2.298	0.100	0.720	0.140	0.020	0.020
2012282.417	98.67	8.80	0.136	27.992	0.000	11.625	0.005	0.000	0.050	0.050	0.020	1.39	0.368	0.158	2.000	0.200	2.626	0.100	0.720	0.140	0.020	0.020
2012282.500	101.30	8.73	0.137	31.579	0.000	11.646	0.012	0.001	0.052	0.051	0.020	1.54	0.403	0.173	2.000	0.200	2.879	0.100	0.720	0.140	0.020	0.020
2012283.500	95.16	10.54	0.122	24.199	0.000	11.149	0.013	0.001	0.045	0.044	0.020	2.22	0.481	0.206	2.000	0.200	3.436	0.100	0.720	0.140	0.020	0.020
2012284.500	74.20	9.35	0.158	33.270	0.000	11.471	0.004	0.000	0.053	0.053	0.020	1.60	0.392	0.168	2.000	0.200	2.802	0.100	0.720	0.140	0.020	0.020
2012285.500	41.29	9.03	0.142	22.103	0.000	11.560	0.010	0.001	0.043	0.042	0.020	1.72	0.387	0.166	2.000	0.200	2.765	0.100	0.720	0.140	0.020	0.020
2012286.500	32.57	7.62	0.120	24.597	0.000	11.968	0.011	0.001	0.042	0.042	0.020	2.27	0.448	0.192	2.000	0.200	3.200	0.100	0.720	0.140	0.020	0.020
2012287.500	24.40	9.86	0.112	21.923	0.000	11.330	0.011	0.001	0.041	0.040	0.020	2.74	0.523	0.224	2.000	0.200	3.734	0.100	0.720	0.140	0.020	0.020
2012288.500	24.87	16.04	0.108	36.221	0.000	9.844	0.010	0.001	0.054	0.053	0.020	3.15	0.593	0.254	2.000	0.200	4.233	0.100	0.720	0.140	0.020	0.020
2012289.167	27.32	14.64	0.100	22.488	0.000	10.149	0.013	0.001	0.042	0.041	0.020	4.10	0.722	0.310	2.000	0.200	5.159	0.100	0.720	0.140	0.020	0.020
2012289.417	22.53	11.77	0.101	24.468	0.000	10.831	0.013	0.001	0.044	0.043	0.020	4.32	0.763	0.327	2.000	0.200	5.452	0.100	0.720	0.140	0.020	0.020
2012289.500	19.89	11.26	0.100	21.842	0.000	10.961	0.022	0.002	0.037	0.036	0.020	4.32	0.692	0.297	2.000	0.200	4.943	0.100	0.720	0.140	0.020	0.020
2012290.500	12.04	7.87	0.094	20.183	0.000	11.894	0.028	0.002	0.034	0.032	0.020	5.09	0.803	0.344	2.000	0.200	5.737	0.100	0.720	0.140	0.020	0.020
2012291.500	18.65	13.84	0.092	41.551	0.000	10.331	0.029	0.002	0.055	0.053	0.020	5.48	0.879	0.377	2.000	0.200	6.278	0.100	0.720	0.140	0.020	0.020
2012292.500	15.82	14.55	0.092	29.535	0.000	10.170	0.019	0.001	0.046	0.045	0.020	6.01	0.940	0.403	2.000	0.200	6.714	0.100	0.720	0.140	0.020	0.020
2012293.500	11.34	11.73	0.092	24.118	0.000	10.841	0.018	0.001	0.045	0.044	0.020	5.99	0.949	0.407	2.000	0.200	6.779	0.100	0.720	0.140	0.020	0.020
2012294.500	16.60	9.40	0.092	24.014	0.000	11.457	0.010	0.001	0.045	0.044	0.020	5.88	0.936	0.401	2.000	0.200	6.687	0.100	0.720	0.140	0.020	0.020
2012295.500	25.33	10.30	0.092	20.179	0.000	11.211	0.004	0.000	0.044	0.044	0.020	5.62	0.897	0.384	2.000	0.200	6.406	0.100	0.720	0.140	0.020	0.020
2012296.167	31.44	13.66	0.092	18.136	0.000	10.374	0.003	0.000	0.042	0.041	0.020	5.53	0.880	0.377	2.000	0.200	6.287	0.100	0.720	0.140	0.020	0.020
2012296.417	33.70	13.84	0.092	22.222	0.000	10.331	0.006	0.000	0.048	0.047	0.020	5.53	0.884	0.379	2.000	0.200	6.312	0.100	0.720	0.140	0.020	0.020
2012296.500	34.27	13.82	0.092	21.513	0.000	10.337	0.007	0.001	0.047	0.046	0.020	5.42	0.909	0.390	2.000	0.200	6.494	0.100	0.720	0.140	0.020	0.020
2012297.500	38.32	15.34	0.093	27.429	0.000	9.993	0.005	0.000	0.048	0.047	0.020	5.24	0.908	0.389	2.000	0.200	6.487	0.100	0.720	0.140	0.020	0.020
2012298.500	34.83	14.42	0.093	27.611	0.000	10.200	0.004	0.000	0.048	0.048	0.020	5.09	0.878	0.376	2.000	0.200	6.271	0.100	0.720	0.140	0.020	0.020
2012299.500	32.57	14.44	0.097	28.679	0.000	10.194	0.004	0.000	0.048	0.048	0.020	4.91	0.862	0.369	2.000	0.200	6.157	0.100	0.720	0.140	0.020	0.020
2012300.500	50.07	11.76	0.095	27.610	0.000	10.835	0.003	0.000	0.052	0.052	0.020	4.97	0.892	0.382	2.000	0.200	6.373	0.100	0.720	0.140	0.020	0.020
2012301.500	35.40	8.41	0.089	23.519	0.000	11.737	0.004	0.000	0.051	0.051	0.020	6.15	1.024	0.439	2.000	0.200	7.317	0.100	0.720	0.140	0.020	0.020
2012302.500	38.91	7.52	0.083	24.760	0.000	11.998	0.002	0.000	0.052	0.052	0.020	6.40	1.048	0.449	2.000	0.200	7.483	0.100	0.720	0.140	0.020	0.020
2012303.167	48.09	7.16	0.083	17.614	0.000	12.106	0.003	0.000	0.046	0.046	0.020	6.11	0.997	0.427	2.000	0.200	7.122	0.100	0.720	0.140	0.020	0.020
2012303.417	43.73	6.88	0.085	16.011	0.000	12.189	0.006	0.000	0.049	0.049	0.020	6.21	1.002	0.429	2.000	0.200	7.155	0.100	0.720	0.140	0.020	0.020
2012303.500	42.48	6.85	0.084	21.637	0.000	12.198	0.010	0.001	0.045	0.044	0.020	6.20	1.006	0.431	2.000	0.200	7.189	0.100	0.720	0.140	0.020	0.020
2012304.500	30.87	7.00	0.085	18.925	0.000	12.155	0.005	0.000	0.041	0.041	0.020	6.34	1.016	0.436	2.000	0.200	7.259	0.100	0.720	0.140	0.020	0.020
2012305.500	40.10	5.57	0.091	10.551	0.000	12.601	0.024	0.002	0.026	0.024	0.020	6.09	0.974	0.417	2.000	0.200	6.954	0.100	0.720	0.140	0.020	0.020
2012306.500	81.56	5.73	0.093	11.415	0.000	12.548	0.021	0.002	0.030	0.028	0.020	4.79	0.791	0.339	2.000	0.200	5.648	0.100	0.720	0.140	0.020	0.020
2012307.500	127.44	4.39	0.111	12.518	0.000	12.988	0.020	0.001	0.037	0.036	0.020	3.57	0.615	0.264	2.000	0.200	4.396	0.100	0.720	0.140	0.020	0.020
2012308.500	117.02	3.31	0.104	12.138	0.000	13.356	0.039	0.003	0.037	0.034	0.020	4.51	0.750	0.321	2.000	0.200	5.357	0.100	0.720	0.140	0.020	0.020
2012309.500	90.91	4.16	0.091	13.863	0.000	13.064	0.056	0.004	0.036	0.032	0.020	5.71	0.936	0.401	2.000	0.200	6.684	0.100	0.720	0.140	0.020	0.020
2012310.167	83.26	4.78	0.096	12.768	0.000	12.858	0.066	0.005	0.030	0.025	0.020	4.67	0.774	0.332	2.000	0.200	5.529	0.100	0.720	0.140	0.020	0.020
2012310.417	80.71	3.88	0.098	9.651	0.000	13.161	0.080	0.006	0.026	0.020	0.020	4.58	0.759	0.325	2.000	0.200	5.421	0.100	0.720	0.140	0.020	0.020
2012310.500	78.16	3.60	0.095	13.678	0.000	13.258	0.093	0.007	0.025	0.018	0.020	4.54	0.780	0.334	2.000	0.200	5.570	0.100	0.720	0.140	0.020	0.020
2012311.500	29.35	4.85	0.079	12.077	0.000	12.835	0.116	0.008	0.026	0.018	0.020	5.54	0.943	0.404	2.000	0.200	6.737	0.100	0.720	0.140	0.020	0.020
2012312.500	25.33	6.05	0.077	10.084	0.000	12.447	0.110	0.008	0.028	0.020	0.020	5.87	0.989	0.424	2.000	0.200	7.063	0.100	0.720	0.140	0.020	0.020
2012313.500	32.57	6.21	0.076	8.064	0.000	12.396	0.101	0.007	0.028	0.021	0.020	6.04	1.031	0.442	2.000	0.200	7.364	0.100	0.720	0.140	0.020	0.020
2012314.500	32.00	7.26	0.074	8.842	0.000	12.075	0.101	0.007	0.027	0.019	0.020	6.06	1.023	0.438	2.000	0.200	7.308	0.100	0.720	0.140	0.020	0.020
2012315.500	27.32	8.80	0.073	15.786	0.000	11.624	0.098	0.007	0.029	0.022	0.020	5.98	1.009	0.432	2.000	0.200	7.204	0.100	0.720	0.140	0.020	0.020
2012316.500	20.30	10.12	0.070	26.455	0.000	11.262	0.093	0.007	0.041	0.034	0.020	5.97	0.991	0.425	2.000	0.200	7.077	0.100	0.720	0.140	0.020	0.020
2012317.167	19.06	11.68	0.070	18.501	0.000	10.854	0.083	0.006	0.037	0.031	0.020	6.08	0.994	0.426	2.000	0.200	7.101	0.100	0.720	0.140	0.020	0.020
2012317.417	23.00	11.26	0.070	18.511	0.000	10.962	0.087	0.006	0.035	0.028	0.020	6.07	1.045	0.448	2.000	0.200	7.466	0.100	0.720	0.140	0.020	0.020
2012317.500	25.33	11.12	0.069	22.274	0.000	10.997	0.084	0.006	0.037	0.031	0.020	6.06	1.018	0.436	2.000	0.200	7.272	0.100	0.720	0.140	0.020	0.020
2012318.500	27.83	1.23	0.071	18.691	0.000	14.113	0.086	0.006	0.031	0.025	0.020	6.01	1.034	0.443	2.000	0.200	7.387	0.100	0.720	0.140	0.020	0.020
2012319.500	60.46	3.44	0.072	1.613	0.000	13.311	0.091	0.007	0.029	0.023	0.020	6.37	1.043	0.447	2.000	0.200	7.452	0.100	0.720	0.140	0.020	0.020
2012320.500	88.36	5.30	0.076	16.477	0.000	12.686	0.091	0.007	0.032	0.025	0.020	6.81	1.125	0.482	2.000	0.200	8.035	0.100	0.720	0.140	0.020	0.020
2012321.500	49.39	5.86	0.101	14.534	0.000	12.506	0.067	0.005	0.031	0.026	0.020	5.38	0.912	0.391	2.000	0.200	6.515	0.100	0.720	0.140	0.020	0.020
2012322.500	38.32	7.28	0.092	12.926	0.000	12.068	0.047	0.003	0.034	0.031	0.020	5.30	0.882	0.378	2.000	0.200	6.297	0.100	0.720	0.140	0.020	0.020
2012323.500	40.70	7.93	0.085	11.704	0.000	11.875	0.050	0.004	0.031	0.028	0.020	5.81	0.947	0.406	2.000	0.200	6.765	0.100	0.720	0.140	0.020	0.020
2012324.167	36.53	8.47	0.081	11.567	0.000	11.720	0.054	0.004	0.037	0.033	0.020	6.08	0.977	0.419	2.000	0.200	6.978	0.100	0.720	0.140	0.020	0.020
2012324.417	34.27	8.40	0.081	10.894	0.000	11.739	0.049	0.004	0.033	0.029	0.020	6.35	1.018	0.436	2.000	0.200	7.273	0.100	0.720	0.140	0.020	0.020
2012324.500	33.70	8.19	0.080	13.567	0.000	11.799	0.056	0.004	0.033	0.029	0.020	6.43	1.218	0.522	2.000	0.200	8.700	0.100	0.720	0.140	0.020	0.020
2012325.500	25.33	7.68	0.074	18.764	0.000	11.951	0.058	0.004	0.035	0.030	0.020	6.36	1.178	0.505	2.000	0.200	8.415	0.100	0.720	0.140	0.020	0.020
2012326.500	20.30	7.66	0.070	10.371	0.000	11.955	0.056	0.004	0.030	0.026	0.020	6.36	1.217	0.521	2.000	0.200	8.692	0.100	0.720	0.140	0.020	0.020
2012327.500	26.81	8.82	0.069	13.901	0.000	11.619	0.049	0.003	0.030	0.027	0.020	6.19	1.131	0.485	2.000	0.200	8.081	0.100	0.720	0.140	0.020	0.020
2012328.500	31.44	7.33	0.072	13.410	0.000	12.052	0.040	0.003	0.029	0.026	0.020	5.99	1.061	0.455	2.000	0.200	7.580	0.100	0.720	0.140	0.020	0.020
2012329.500	15.04	0.40	0.077	9.245	0.000	14.435	0.036	0.003	0.026	0.023	0.020	5.89	1.002	0.429	2.000	0.200	7.154	0.100	0.720	0.140	0.020	0.020
2012330.500	15.04	0.10	0.083	6.458	0.000	14.551	0.022	0.002	0.028	0.027	0.020	5.54	0.889	0.381	2.000	0.200	6.353	0.100	0.720	0.140	0.020	0.020
2012331.167	12.74	3.26	0.086	4.762	0.000	13.375	0.036	0.003	0.021	0.018	0.020	5.48	0.882	0.378	2.000	0.200	6.297	0.100	0.720	0.140	0.020	0.020
2012331.417	12.39	2.15	0.088	8.237	0.000	13.773	0.029	0.002	0.026	0.024	0.020	5.46	0.884	0.379	2.000	0.200	6.314	0.100	0.720	0.140	0.020	0.020
2012331.500	12.39	2.01	0.088	9.386	0.000	13.824	0.039	0.003	0.022	0.019	0.020	5.75	0.977	0.419	2.000	0.200	6.976	0.100	0.720	0.140	0.020	0.020
2012332.500	18.65	0.10	0.090	6.870	0.000	14.551	0.036	0.003	0.020	0.017	0.020	5.32	0.905	0.388	2.000	0.200	6.463	0.100	0.720	0.140	0.020	0.020
2012333.500	20.30	1.30	0.091	6.844	0.000	14.089	0.033	0.002	0.022	0.020	0.020	5.18	0.864	0.370	2.000	0.200	6.169	0.100	0.720	0.140	0.020	0.020
2012334.500	16.21	3.60	0.091	8.393	0.000	13.255	0.032	0.002	0.022	0.020	0.020	5.14	0.848	0.363	2.000	0.200	6.056	0.100	0.720	0.140	0.020	0.020
2012335.500	17.82	5.88	0.092	6.584	0.000	12.500	0.036	0.003	0.023	0.020	0.020	5.18	0.843	0.361	2.000	0.200	6.020	0.100	0.720	0.140	0.020	0.020
2012336.500	18.23	5.58	0.094	9.119	0.000	12.596	0.034	0.002	0.025	0.022	0.020	5.02	0.827	0.354	2.000	0.200	5.908	0.100	0.720	0.140	0.020	0.020
2012337.500	18.65	8.71	0.094	7.158	0.000	11.652	0.036	0.003	0.026	0.023	0.020	5.06	0.823	0.353	2.000	0.200	5.877	0.100	0.720	0.140	0.020	0.020
2012338.167	13.47	7.08	0.096	13.148	0.000	12.128	0.035	0.002	0.032	0.029	0.020	5.01	0.827	0.354	2.000	0.200	5.906	0.100	0.720	0.140	0.020	0.020
2012338.417	12.74	6.28	0.097	14.324	0.000	12.375	0.037	0.003	0.036	0.034	0.020	5.04	0.841	0.360	2.000	0.200	6.007	0.100	0.720	0.140	0.020	0.020
2012338.500	12.39	6.59	0.097	11.441	0.000	12.277	0.044	0.003	0.030	0.027	0.020	5.05	0.845	0.362	2.000	0.200	6.036	0.100	0.720	0.140	0.020	0.020
2012339.500	13.08	9.67	0.099	14.678	0.000	11.383	0.041	0.003	0.034	0.031	0.020	5.16	0.865	0.371	2.000	0.200	6.179	0.100	0.720	0.140	0.020	0.020
2012340.500	12.74	1.12	0.099	11.867	0.000	14.157	0.052	0.004	0.033	0.029	0.020	4.91	0.838	0.359	2.000	0.200	5.983	0.100	0.720	0.140	0.020	0.020
2012341.500	11.34	3.05	0.099	13.636	0.000	13.448	0.050	0.004	0.040	0.036	0.020	4.83	0.824	0.353	2.000	0.200	5.887	0.100	0.720	0.140	0.020	0.020
